timestamp,energy_consumption,trend,seasonal,hourofday_effect,dayofweek_effect,holiday_effect,noise,year,month,day,hour,dayofweek,quarter,weekofyear,is_weekend
2019-01-01 15:00:00,196.60851142540895,0.75,1.4813867178186726,0.0,0.0,0.0,-5.622875292409727,2019,1,1,15,1,1,1,0
2019-01-01 16:00:00,189.31105001649584,0.8,-1.3606387801599418,0.0,0.0,0.0,-10.128311203344238,2019,1,1,16,1,1,1,0
2019-01-01 17:00:00,201.2376888636074,0.8500000000000001,-2.7547844623453592,0.0,0.0,0.0,3.142473325952739,2019,1,1,17,1,1,1,0
2019-01-01 18:00:00,229.28741711359402,0.9,-2.532342131193875,40.0,0.0,0.0,-9.080240755212111,2019,1,1,18,1,1,1,0
2019-01-01 19:00:00,226.19025129975523,0.9500000000000001,-0.6367116868918181,40.0,0.0,0.0,-14.123037013352917,2019,1,1,19,1,1,1,0
2019-01-01 20:00:00,258.52913241349773,1.0,2.872644724282189,40.0,0.0,0.0,14.65648768921554,2019,1,1,20,1,1,1,0
2019-01-01 21:00:00,246.6163978562333,1.05,7.824160861098658,40.0,0.0,0.0,-2.2577630048653567,2019,1,1,21,1,1,1,0
2019-01-01 22:00:00,255.7210492750424,1.1,13.945767228163152,40.0,0.0,0.0,0.6752820468792384,2019,1,1,22,1,1,1,0
2019-01-01 23:00:00,207.78586229351455,1.1500000000000001,20.88334415564912,0.0,0.0,0.0,-14.247481862134567,2019,1,1,23,1,1,1,0
2019-01-02 00:00:00,203.98094244892093,1.2000000000000002,28.22476969417277,-20.0,0.0,0.0,-5.443827245251827,2019,1,2,0,2,1,1,0
2019-01-02 01:00:00,217.8871495161782,1.25,35.52792361907953,-20.0,0.0,0.0,1.1092258970986608,2019,1,2,1,2,1,1,0
2019-01-02 02:00:00,212.14080345718503,1.3,42.35073923140807,-20.0,0.0,0.0,-11.509935774223027,2019,1,2,2,2,1,1,0
2019-01-02 03:00:00,233.38823526745054,1.35,48.28125508399382,-20.0,0.0,0.0,3.7569801834567196,2019,1,2,3,2,1,1,0
2019-01-02 04:00:00,228.3592318620905,1.4000000000000001,52.96561876127855,-20.0,0.0,0.0,-6.006386899188049,2019,1,2,4,2,1,1,0
2019-01-02 05:00:00,234.66519690247318,1.4500000000000002,56.13213440040599,-20.0,0.0,0.0,-2.916937497932768,2019,1,2,5,2,1,1,0
2019-01-02 06:00:00,253.0926491261018,1.5,57.60971524839578,0.0,0.0,0.0,-6.017066122293969,2019,1,2,6,2,1,1,0
2019-01-02 07:00:00,277.4122656774111,1.55,57.33948383232172,0.0,0.0,0.0,18.522781845089376,2019,1,2,7,2,1,1,0
2019-01-02 08:00:00,276.84375704535535,1.6,55.37872929273465,20.0,0.0,0.0,-0.13497224737933913,2019,1,2,8,2,1,1,0
2019-01-02 09:00:00,262.96984298205535,1.6500000000000001,51.89695227161434,20.0,0.0,0.0,-10.577109289558999,2019,1,2,9,2,1,1,0
2019-01-02 10:00:00,277.0897160814915,1.7000000000000002,47.16426696045959,20.0,0.0,0.0,8.22544912103189,2019,1,2,10,2,1,1,0
2019-01-02 11:00:00,251.0745142554626,1.75,41.53295075517282,20.0,0.0,0.0,-12.208436499710222,2019,1,2,11,2,1,1,0
2019-01-02 12:00:00,259.30203488776806,1.8,35.41339893772047,20.0,0.0,0.0,2.088635950047554,2019,1,2,12,2,1,1,0
2019-01-02 13:00:00,211.49942184789762,1.85,29.246123086695384,0.0,0.0,0.0,-19.596701238797756,2019,1,2,13,2,1,1,0
2019-01-02 14:00:00,212.0898410371539,1.9000000000000001,23.471701526138183,0.0,0.0,0.0,-13.281860488984305,2019,1,2,14,2,1,1,0
2019-01-02 15:00:00,222.41934203970044,1.9500000000000002,18.5007296810092,0.0,0.0,0.0,1.9686123586912352,2019,1,2,15,2,1,1,0
2019-01-02 16:00:00,224.07048400778686,2.0,14.68581820783276,0.0,0.0,0.0,7.384665799954105,2019,1,2,16,2,1,1,0
2019-01-02 17:00:00,216.06123002216216,2.0500000000000003,12.297547210262444,0.0,0.0,0.0,1.713682811899705,2019,1,2,17,2,1,1,0
2019-01-02 18:00:00,252.44953241846298,2.1,11.506015242345413,40.0,0.0,0.0,-1.1564828238824052,2019,1,2,18,2,1,1,0
2019-01-02 19:00:00,251.5082035644856,2.15,12.369240520378462,40.0,0.0,0.0,-3.011036955892888,2019,1,2,19,2,1,1,0
2019-01-02 20:00:00,242.24398488750717,2.2,14.829204791181478,40.0,0.0,0.0,-14.785219903674275,2019,1,2,20,2,1,1,0
2019-01-02 21:00:00,253.76736737987687,2.25,18.715809463823966,40.0,0.0,0.0,-7.198442083947087,2019,1,2,21,2,1,1,0
2019-01-02 22:00:00,261.45208668817116,2.3000000000000003,23.758474397769042,40.0,0.0,0.0,-4.606387709597875,2019,1,2,22,2,1,1,0
2019-01-02 23:00:00,242.52581116179843,2.35,29.604588899609276,0.0,0.0,0.0,10.571222262189156,2019,1,2,23,2,1,1,0
2019-01-03 00:00:00,221.67974040318572,2.4000000000000004,35.843557507501096,-20.0,0.0,0.0,3.436182895684614,2019,1,3,0,3,1,1,0
2019-01-03 01:00:00,206.8544003068935,2.45,42.03480186052085,-20.0,0.0,0.0,-17.63040155362734,2019,1,3,1,3,1,1,0
2019-01-03 02:00:00,233.47865003714074,2.5,47.737810343192805,-20.0,0.0,0.0,3.24083969394795,2019,1,3,2,3,1,1,0
2019-01-03 03:00:00,231.24136483250447,2.5500000000000003,52.54218763666762,-20.0,0.0,0.0,-3.8508228041631654,2019,1,3,3,3,1,1,0
2019-01-03 04:00:00,231.92643630510074,2.6,56.09565630816031,-20.0,0.0,0.0,-6.769220003059587,2019,1,3,4,3,1,1,0
2019-01-03 05:00:00,246.8948650176983,2.6500000000000004,58.128102129289594,-20.0,0.0,0.0,6.116762888408679,2019,1,3,5,3,1,1,0
2019-01-03 06:00:00,271.48001964615287,2.7,58.47002442119339,0.0,0.0,0.0,10.30999522495951,2019,1,3,6,3,1,1,0
2019-01-03 07:00:00,269.1269351976008,2.75,57.06413400643879,0.0,0.0,0.0,9.312801191161986,2019,1,3,7,3,1,1,0
2019-01-03 08:00:00,268.3771330888438,2.8000000000000003,53.96930832107017,20.0,0.0,0.0,-8.392175232226386,2019,1,3,8,3,1,1,0
2019-01-03 09:00:00,269.11451032267405,2.85,49.356634081186236,20.0,0.0,0.0,-3.092123758512146,2019,1,3,9,3,1,1,0
2019-01-03 10:00:00,269.71044142679756,2.9000000000000004,43.497807112761905,20.0,0.0,0.0,3.3126343140356393,2019,1,3,10,3,1,1,0
2019-01-03 11:00:00,269.452131065698,2.95,36.74667979447442,20.0,0.0,0.0,9.755451271223592,2019,1,3,11,3,1,1,0
2019-01-03 12:00:00,247.72347115815472,3.0,29.51521353660763,20.0,0.0,0.0,-4.791742378452899,2019,1,3,12,3,1,1,0
2019-01-03 13:00:00,223.43888523460413,3.0500000000000003,22.24547500124228,0.0,0.0,0.0,-1.8565897666381712,2019,1,3,13,3,1,1,0
2019-01-03 14:00:00,207.4162346360927,3.1,15.37958437615299,0.0,0.0,0.0,-11.063349740060282,2019,1,3,14,3,1,1,0
2019-01-03 15:00:00,200.51759733303703,3.1500000000000004,9.329663573843732,0.0,0.0,0.0,-11.962066240806708,2019,1,3,15,3,1,1,0
2019-01-03 16:00:00,215.7750904512038,3.2,4.449832227261826,0.0,0.0,0.0,8.12525822394198,2019,1,3,16,3,1,1,0
2019-01-03 17:00:00,217.82456008063093,3.25,1.012159794922681,0.0,0.0,0.0,13.562400285708229,2019,1,3,17,3,1,1,0
2019-01-03 18:00:00,241.76811126537393,3.3000000000000003,-0.811787518822733,40.0,0.0,0.0,-0.7201012158033384,2019,1,3,18,3,1,1,0
2019-01-03 19:00:00,252.42278137434636,3.35,-0.962547604573885,40.0,0.0,0.0,10.03532897892024,2019,1,3,19,3,1,1,0
2019-01-03 20:00:00,247.51963965145427,3.4000000000000004,0.5032794009779415,40.0,0.0,0.0,3.6163602504763412,2019,1,3,20,3,1,1,0
2019-01-03 21:00:00,240.41578771736056,3.45,3.416985263411817,40.0,0.0,0.0,-6.451197546051243,2019,1,3,21,3,1,1,0
2019-01-03 22:00:00,254.6233065492665,3.5,7.509350494182357,40.0,0.0,0.0,3.6139560550841394,2019,1,3,22,3,1,1,0
2019-01-03 23:00:00,231.35945910901967,3.5500000000000003,12.429093444359992,0.0,0.0,0.0,15.380365664659692,2019,1,3,23,3,1,1,0
2019-01-04 00:00:00,201.00865383917767,3.6,17.76691423027721,-20.0,0.0,0.0,-0.3582603910995153,2019,1,4,0,4,1,1,0
2019-01-04 01:00:00,222.37993134904116,3.6500000000000004,23.08349479090109,-20.0,0.0,0.0,15.64643655814006,2019,1,4,1,4,1,1,0
2019-01-04 02:00:00,185.44209572882056,3.7,27.939546769718014,-20.0,0.0,0.0,-26.197451040897445,2019,1,4,2,4,1,1,0
2019-01-04 03:00:00,223.89488439882615,3.75,31.925859355073932,-20.0,0.0,0.0,8.219025043752238,2019,1,4,3,4,1,1,0
2019-01-04 04:00:00,219.3617698953533,3.8000000000000003,34.69129921297157,-20.0,0.0,0.0,0.8704706823817133,2019,1,4,4,4,1,1,0
2019-01-04 05:00:00,216.82678070062624,3.85,35.966854205284925,-20.0,0.0,0.0,-2.9900735046586786,2019,1,4,5,4,1,1,0
2019-01-04 06:00:00,240.4016899588562,3.9000000000000004,35.58408219350117,0.0,0.0,0.0,0.917607765355023,2019,1,4,6,4,1,1,0
2019-01-04 07:00:00,217.56101836415772,3.95,33.486707510166674,0.0,0.0,0.0,-19.875689146008927,2019,1,4,7,4,1,1,0
2019-01-04 08:00:00,251.53785577507452,4.0,29.734574653449645,20.0,0.0,0.0,-2.1967188783751195,2019,1,4,8,4,1,1,0
2019-01-04 09:00:00,252.1208153163109,4.05,24.499689601193452,20.0,0.0,0.0,3.5711257151174642,2019,1,4,9,4,1,1,0
2019-01-04 10:00:00,256.93355880248293,4.1000000000000005,18.05461835506776,20.0,0.0,0.0,14.778940447415161,2019,1,4,10,4,1,1,0
2019-01-04 11:00:00,229.72133098363852,4.15,10.754033166375006,20.0,0.0,0.0,-5.182702182736474,2019,1,4,11,4,1,1,0
2019-01-04 12:00:00,219.12572783935778,4.2,3.0106638682896754,20.0,0.0,0.0,-8.084936028931876,2019,1,4,12,4,1,1,0
2019-01-04 13:00:00,194.49972258549315,4.25,-4.732706978661508,0.0,0.0,0.0,-5.017570435845365,2019,1,4,13,4,1,1,0
2019-01-04 14:00:00,201.42072436307024,4.3,-12.033296813950521,0.0,0.0,0.0,9.154021177020741,2019,1,4,14,4,1,1,0
2019-01-04 15:00:00,189.1591352921958,4.3500000000000005,-18.478375804401015,0.0,0.0,0.0,3.2875110965968446,2019,1,4,15,4,1,1,0
2019-01-04 16:00:00,175.38912626362324,4.4,-23.71327169870636,0.0,0.0,0.0,-5.297602037670388,2019,1,4,16,4,1,1,0
2019-01-04 17:00:00,182.11725583594227,4.45,-27.465418495191276,0.0,0.0,0.0,5.132674331133561,2019,1,4,17,4,1,1,0
2019-01-04 18:00:00,215.90796527747523,4.5,-29.562810216005186,40.0,0.0,0.0,0.9707754934804038,2019,1,4,18,4,1,1,0
2019-01-04 19:00:00,224.2908475423577,4.55,-29.945602362971194,40.0,0.0,0.0,9.686449905328892,2019,1,4,19,4,1,1,0
2019-01-04 20:00:00,208.9093984576939,4.6000000000000005,-28.670070603532572,40.0,0.0,0.0,-7.020530938773524,2019,1,4,20,4,1,1,0
2019-01-04 21:00:00,215.46872145783223,4.65,-25.904657076190084,40.0,0.0,0.0,-3.2766214659776822,2019,1,4,21,4,1,1,0
2019-01-04 22:00:00,218.86054454962203,4.7,-21.91837391905636,40.0,0.0,0.0,-3.921081531321576,2019,1,4,22,4,1,1,0
2019-01-04 23:00:00,173.05249605256543,4.75,-17.06235446611339,0.0,0.0,0.0,-14.635149481321186,2019,1,4,23,4,1,1,0
2019-01-05 00:00:00,170.01539324164722,4.800000000000001,-11.745809528998562,-20.0,-15.0,9.0,2.9612027706457607,2019,1,5,0,5,1,1,1
2019-01-05 01:00:00,175.05252525759172,4.8500000000000005,-6.408027464207153,-20.0,-15.0,9.0,2.6105527217988933,2019,1,5,1,5,1,1,1
2019-01-05 02:00:00,177.4628082336725,4.9,-1.48832633275215,-20.0,-15.0,9.0,0.051134566424609,2019,1,5,2,5,1,1,1
2019-01-05 03:00:00,179.20812264796893,4.95,2.6039939817204107,-20.0,-15.0,9.0,-2.3458713337514743,2019,1,5,3,5,1,1,1
2019-01-05 04:00:00,170.3639444098,5.0,5.517651830304157,-20.0,-15.0,9.0,-14.153707420504142,2019,1,5,4,5,1,1,1
2019-01-05 05:00:00,181.8269744968247,5.050000000000001,6.983427724478265,-20.0,-15.0,9.0,-4.20645322765359,2019,1,5,5,5,1,1,1
2019-01-05 06:00:00,202.50546826458051,5.1000000000000005,6.832613429848209,0.0,-15.0,9.0,-3.427145165267695,2019,1,5,6,5,1,1,1
2019-01-05 07:00:00,196.13583611753438,5.15,5.0086088097505765,0.0,-15.0,9.0,-8.02277269221619,2019,1,5,7,5,1,1,1
2019-01-05 08:00:00,219.15801885695524,5.2,1.570875973615319,20.0,-15.0,9.0,-1.6128571166600914,2019,1,5,8,5,1,1,1
2019-01-05 09:00:00,219.98148969396988,5.25,-3.3090188741754964,20.0,-15.0,9.0,4.040508568145384,2019,1,5,9,5,1,1,1
2019-01-05 10:00:00,228.80285273703166,5.300000000000001,-9.359006275073654,20.0,-15.0,9.0,18.861859012105302,2019,1,5,10,5,1,1,1
2019-01-05 11:00:00,204.87081153222067,5.3500000000000005,-16.224966596097726,20.0,-15.0,9.0,1.7457781283183895,2019,1,5,11,5,1,1,1
2019-01-05 12:00:00,198.4807259825198,5.4,-23.494777924707858,20.0,-15.0,9.0,2.57550390722764,2019,1,5,12,5,1,1,1
2019-01-05 13:00:00,167.97922076924633,5.45,-30.72632007309198,0.0,-15.0,9.0,-0.744459157661671,2019,1,5,13,5,1,1,1
2019-01-05 14:00:00,142.83476146787916,5.5,-37.47752637913043,0.0,-15.0,9.0,-19.187712152990414,2019,1,5,14,5,1,1,1
2019-01-05 15:00:00,155.94842581300946,5.550000000000001,-43.33643543249839,0.0,-15.0,9.0,-0.2651387544921688,2019,1,5,15,5,1,1,1
2019-01-05 16:00:00,152.25310724493363,5.6000000000000005,-47.949194854476616,0.0,-15.0,9.0,0.6023020994102644,2019,1,5,16,5,1,1,1
2019-01-05 17:00:00,173.23831230580643,5.65,-51.04410881904643,0.0,-15.0,9.0,24.63242112485286,2019,1,5,17,5,1,1,1
2019-01-05 18:00:00,185.32629974212523,5.7,-52.45009061006354,40.0,-15.0,9.0,-1.9236096478112252,2019,1,5,18,5,1,1,1
2019-01-05 19:00:00,190.6572106318995,5.75,-52.10826279143663,40.0,-15.0,9.0,3.0154734233361244,2019,1,5,19,5,1,1,1
2019-01-05 20:00:00,189.37696776239756,5.800000000000001,-50.07591454055003,40.0,-15.0,9.0,-0.3471176970524331,2019,1,5,20,5,1,1,1
2019-01-05 21:00:00,181.64067308758902,5.8500000000000005,-46.52254653621566,40.0,-15.0,9.0,-11.68678037619532,2019,1,5,21,5,1,1,1
2019-01-05 22:00:00,209.6099551383874,5.9,-41.71827300676283,40.0,-15.0,9.0,11.428228145150205,2019,1,5,22,5,1,1,1
2019-01-05 23:00:00,171.4539589419443,5.95,-36.01537138492342,0.0,-15.0,9.0,7.519330326867742,2019,1,5,23,5,1,1,1
2019-01-06 00:00:00,158.08608248093884,6.0,-29.82423698949162,-20.0,-15.0,9.0,7.910319470430469,2019,1,6,0,6,1,1,1
2019-01-06 01:00:00,147.37074401616619,6.050000000000001,-23.585381435886433,-20.0,-15.0,9.0,-9.09387454794739,2019,1,6,1,6,1,1,1
2019-01-06 02:00:00,176.38856002438723,6.1000000000000005,-17.73938308497374,-20.0,-15.0,9.0,14.027943109360992,2019,1,6,2,6,1,1,1
2019-01-06 03:00:00,153.43465197354013,6.15,-12.69683739853706,-20.0,-15.0,9.0,-14.018510627922808,2019,1,6,3,6,1,1,1
2019-01-06 04:00:00,177.25821586808013,6.2,-8.810355069922576,-20.0,-15.0,9.0,5.868570938002703,2019,1,6,4,6,1,1,1
2019-01-06 05:00:00,195.80404001849558,6.25,-6.350516239604197,-20.0,-15.0,9.0,21.904556258099785,2019,1,6,5,6,1,1,1
2019-01-06 06:00:00,184.9072172502452,6.300000000000001,-5.487419498447949,0.0,-15.0,9.0,-9.905363251306884,2019,1,6,6,6,1,1,1
2019-01-06 07:00:00,188.40793960440448,6.3500000000000005,-6.279083099567792,0.0,-15.0,9.0,-5.662977296027719,2019,1,6,7,6,1,1,1
2019-01-06 08:00:00,212.72902482427727,6.4,-8.667488826599143,20.0,-15.0,9.0,0.9965136508764122,2019,1,6,8,6,1,1,1
2019-01-06 09:00:00,202.9327053334124,6.45,-12.48253812542561,20.0,-15.0,9.0,-5.034756541161992,2019,1,6,9,6,1,1,1
2019-01-06 10:00:00,187.53971479701593,6.5,-17.453650892322727,20.0,-15.0,9.0,-15.506634310661326,2019,1,6,10,6,1,1,1
2019-01-06 11:00:00,198.00741327736665,6.550000000000001,-23.22821647069363,20.0,-15.0,9.0,0.6856297480602733,2019,1,6,11,6,1,1,1
2019-01-06 12:00:00,180.58132342723505,6.6000000000000005,-29.395639435503917,20.0,-15.0,9.0,-10.623037137261049,2019,1,6,12,6,1,1,1
2019-01-06 13:00:00,169.87058284371477,6.65,-35.51534146263707,0.0,-15.0,9.0,4.735924306351816,2019,1,6,13,6,1,1,1
2019-01-06 14:00:00,150.35894668423862,6.7,-41.146810973423314,0.0,-15.0,9.0,-9.194242342338034,2019,1,6,14,6,1,1,1
2019-01-06 15:00:00,170.36969136435823,6.75,-45.87965268581719,0.0,-15.0,9.0,15.499344050175399,2019,1,6,15,6,1,1,1
2019-01-06 16:00:00,143.6058778728019,6.800000000000001,-49.361589203835734,0.0,-15.0,9.0,-7.832532923362371,2019,1,6,16,6,1,1,1
2019-01-06 17:00:00,146.30687850204504,6.8500000000000005,-51.3225063358982,0.0,-15.0,9.0,-3.220615162056756,2019,1,6,17,6,1,1,1
2019-01-06 18:00:00,197.4422687337556,6.9,-51.592903439941104,40.0,-15.0,9.0,8.135172173696697,2019,1,6,18,6,1,1,1
2019-01-06 19:00:00,178.52586546033203,6.95,-50.11549137532842,40.0,-15.0,9.0,-12.308643164339552,2019,1,6,19,6,1,1,1
2019-01-06 20:00:00,196.32545173114184,7.0,-46.94914761489947,40.0,-15.0,9.0,2.274599346041294,2019,1,6,20,6,1,1,1
2019-01-06 21:00:00,211.856468631278,7.050000000000001,-42.2649589115463,40.0,-15.0,9.0,13.071427542824281,2019,1,6,21,6,1,1,1
2019-01-06 22:00:00,188.69054652635293,7.1000000000000005,-36.334621128034804,40.0,-15.0,9.0,-16.074832345612275,2019,1,6,22,6,1,1,1
2019-01-06 23:00:00,173.48435190549088,7.15,-29.511986679832177,0.0,-15.0,9.0,1.846338585323042,2019,1,6,23,6,1,1,1
2019-01-07 00:00:00,167.5898109284749,7.2,-22.20901701400934,-20.0,0.0,0.0,2.5988279424842347,2019,1,7,0,0,1,2,0
2019-01-07 01:00:00,180.20044988834013,7.25,-14.867778829432975,-20.0,0.0,0.0,7.8182287177731,2019,1,7,1,0,1,2,0
2019-01-07 02:00:00,167.0001005405578,7.300000000000001,-7.930392350661391,-20.0,0.0,0.0,-12.36950710878082,2019,1,7,2,0,1,2,0
2019-01-07 03:00:00,172.33645434217726,7.3500000000000005,-1.8089795269799538,-20.0,0.0,0.0,-13.204566130842764,2019,1,7,3,0,1,2,0
2019-01-07 04:00:00,195.76175562805275,7.4,3.142339971883768,-20.0,0.0,0.0,5.219415656168977,2019,1,7,4,0,1,2,0
2019-01-07 05:00:00,197.0713433829687,7.45,6.651496650636858,-20.0,0.0,0.0,2.9698467323318605,2019,1,7,5,0,1,2,0
2019-01-07 06:00:00,218.55185277161124,7.5,8.546924268152473,0.0,0.0,0.0,2.5049285034587667,2019,1,7,6,0,1,2,0
2019-01-07 07:00:00,219.78364277322615,7.550000000000001,8.769160678256384,0.0,0.0,0.0,3.4644820949697586,2019,1,7,7,0,1,2,0
2019-01-07 08:00:00,228.17455876508325,7.6000000000000005,7.374805980868151,20.0,0.0,0.0,-6.800247215784908,2019,1,7,8,0,1,2,0
2019-01-07 09:00:00,234.5051053452491,7.65,4.532568373639037,20.0,0.0,0.0,2.3225369716100355,2019,1,7,9,0,1,2,0
2019-01-07 10:00:00,231.14239204133372,7.7,0.5116673083469276,20.0,0.0,0.0,2.9307247329868122,2019,1,7,10,0,1,2,0
2019-01-07 11:00:00,216.26987021689226,7.75,-4.336615602844073,20.0,0.0,0.0,-7.143514180263678,2019,1,7,11,0,1,2,0
2019-01-07 12:00:00,236.8547645984179,7.800000000000001,-9.602980513029689,20.0,0.0,0.0,18.657745111447564,2019,1,7,12,0,1,2,0
2019-01-07 13:00:00,197.7402198111794,7.8500000000000005,-14.848109397938448,0.0,0.0,0.0,4.738329209117875,2019,1,7,13,0,1,2,0
2019-01-07 14:00:00,176.35425109015804,7.9,-19.63271393781548,0.0,0.0,0.0,-11.913034972026486,2019,1,7,14,0,1,2,0
2019-01-07 15:00:00,190.9679527285746,7.95,-23.547583357763664,0.0,0.0,0.0,6.565536086338297,2019,1,7,15,0,1,2,0
2019-01-07 16:00:00,172.01159893718636,8.0,-26.241584360540426,0.0,0.0,0.0,-9.746816702273215,2019,1,7,16,0,1,2,0
2019-01-07 17:00:00,188.47514119265253,8.05,-27.44570484477199,0.0,0.0,0.0,7.870846037424521,2019,1,7,17,0,1,2,0
2019-01-07 18:00:00,232.69445308137807,8.1,-26.991502708695986,40.0,0.0,0.0,11.58595579007404,2019,1,7,18,0,1,2,0
2019-01-07 19:00:00,215.12047449487633,8.15,-24.82270232160657,40.0,0.0,0.0,-8.206823183517105,2019,1,7,19,0,1,2,0
2019-01-07 20:00:00,236.8346130740255,8.200000000000001,-20.999148218417687,40.0,0.0,0.0,9.633761292443218,2019,1,7,20,0,1,2,0
2019-01-07 21:00:00,236.68496285564905,8.25,-15.692846413715914,40.0,0.0,0.0,4.127809269364983,2019,1,7,21,0,1,2,0
2019-01-07 22:00:00,247.34423865403312,8.3,-9.176362945911798,40.0,0.0,0.0,8.2206015999449,2019,1,7,22,0,1,2,0
2019-01-07 23:00:00,225.51355972349234,8.35,-1.8043701030471455,0.0,0.0,0.0,18.967929826539475,2019,1,7,23,0,1,2,0
2019-01-08 00:00:00,191.95652108493888,8.4,6.010402244967584,-20.0,0.0,0.0,-2.453881160028705,2019,1,8,0,1,1,2,0
2019-01-08 01:00:00,194.73780985729687,8.450000000000001,13.825171500871747,-20.0,0.0,0.0,-7.537361643574895,2019,1,8,1,1,1,2,0
2019-01-08 02:00:00,200.80201077115044,8.5,21.197155067405667,-20.0,0.0,0.0,-8.895144296255232,2019,1,8,2,1,1,2,0
2019-01-08 03:00:00,208.10552022500917,8.55,27.71362307466354,-20.0,0.0,0.0,-8.158102849654384,2019,1,8,3,1,1,2,0
2019-01-08 04:00:00,220.8488861404712,8.6,33.01990323461223,-20.0,0.0,0.0,-0.7710170941410411,2019,1,8,4,1,1,2,0
2019-01-08 05:00:00,228.90494925701842,8.65,36.84342950885199,-20.0,0.0,0.0,3.4115197481664348,2019,1,8,5,1,1,2,0
2019-01-08 06:00:00,250.47910387611063,8.700000000000001,39.01219588281046,0.0,0.0,0.0,2.7669079933001903,2019,1,8,6,1,1,2,0
2019-01-08 07:00:00,256.4881903119515,8.75,39.466357821591245,0.0,0.0,0.0,8.271832490360238,2019,1,8,7,1,1,2,0
2019-01-08 08:00:00,267.1922098746998,8.8,38.262190955920744,20.0,0.0,0.0,0.13001891877907018,2019,1,8,8,1,1,2,0
2019-01-08 09:00:00,278.95347815915846,8.85,35.56813738758532,20.0,0.0,0.0,14.535340771573168,2019,1,8,9,1,1,2,0
2019-01-08 10:00:00,257.9066408856064,8.9,31.65320921798596,20.0,0.0,0.0,-2.6465683323795606,2019,1,8,10,1,1,2,0
2019-01-08 11:00:00,283.0202314102913,8.950000000000001,26.868539744395125,20.0,0.0,0.0,27.20169166589619,2019,1,8,11,1,1,2,0
2019-01-08 12:00:00,256.8800132193936,9.0,21.623339741743525,20.0,0.0,0.0,6.256673477650062,2019,1,8,12,1,1,2,0
2019-01-08 13:00:00,216.83532196565977,9.05,16.356897529822582,0.0,0.0,0.0,-8.571575564162826,2019,1,8,13,1,1,2,0
2019-01-08 14:00:00,209.8996061523324,9.1,11.50853113294355,0.0,0.0,0.0,-10.708924980611123,2019,1,8,14,1,1,2,0
2019-01-08 15:00:00,221.4622645504855,9.15,7.4875403980536355,0.0,0.0,0.0,4.824724152431853,2019,1,8,15,1,1,2,0
2019-01-08 16:00:00,211.61057908410464,9.200000000000001,4.645206937363152,0.0,0.0,0.0,-2.2346278532585084,2019,1,8,16,1,1,2,0
2019-01-08 17:00:00,219.64075514362005,9.25,3.250750202699134,0.0,0.0,0.0,7.140004940920919,2019,1,8,17,1,1,2,0
2019-01-08 18:00:00,257.5052546375009,9.3,3.472878391765434,40.0,0.0,0.0,4.732376245735448,2019,1,8,18,1,1,2,0
2019-01-08 19:00:00,253.98990247796868,9.35,5.3681916045374365,40.0,0.0,0.0,-0.7282891265687277,2019,1,8,19,1,1,2,0
